row_number,is_anomaly,why_anomoly_timestamp,why_anomoly_Resource,why_anomoly_User,why_anomoly_Action
0,True,0.6964488750239688,-1.0060280104254289,0.31650110509536317,-0.6355357598777691
1,True,0.7974502414198867,0.3461653744167305,-0.04982616006431842,0.405033446578244
2,True,0.6954744027744583,-1.0256881426962479,0.0530151967737132,-0.6381809324459843
3,True,0.6971353801738933,0.3421896011691222,-1.1466509287029303,0.09567820654130953
4,True,0.6276102868782525,-0.9834664623053845,-0.2297136866521853,-0.6555097189651483
5,True,0.7936681161218395,0.3407762086187374,-0.07722206693439675,0.40756779464501003
6,True,0.618999404816319,-0.9890094899363856,-0.29449253222897787,-0.6652612572619766
7,True,0.7437878842471994,0.42565220035781365,0.37595950471688533,-0.4963228770985047
8,False,0.7870301249569436,0.28286624686112144,-0.07632145442617852,0.1164223032292427
9,True,0.6952424533478992,0.3568348731525842,-0.8857545396195928,0.184605399392713
10,False,0.8141949359934922,0.34417947272379024,0.3425297250214151,0.32776295033432934
11,False,0.7964458775380522,0.3484114970135014,0.35473123942404794,0.31006411945019924
12,True,0.6639385046731703,-1.016082381274242,-1.0848788636723035,0.3176893060901897
13,True,0.6589177778465052,-1.0692274215495006,0.2686654778958631,-0.6201616921228399
14,True,0.7071585082547891,0.30980733609612876,-0.9069643296582552,0.09047692124511074
15,True,0.7479758371075017,0.44338455325730947,0.15870682527482982,-0.4269904452745613
16,True,0.6901310502433803,-1.0952810748190236,0.21601324000092467,-0.6240630673009074
17,True,0.668313724028498,-0.9836000962801561,-0.2230551648552262,-0.5800797384162713
18,True,0.7632869246894298,0.3482692409378824,0.42415448107545606,-0.6201826015884772
19,True,0.7516033236071755,0.3317342449989542,-0.17405292184819318,0.04131505575172296
20,True,0.6838736263877108,-1.017562035771006,0.3070203174230019,-0.6225896627315661
21,True,0.7537570356211533,-0.9638803989106838,0.4002221890049958,0.4664671542755633
22,False,0.8683952598216131,0.17981818942322375,0.5094735070444146,0.43660368309855213
23,True,0.7326363072389307,-0.16213746135866047,0.3034804959467091,-0.5050195924508252
24,True,0.7826804298213352,0.2089027332108053,0.13989695740799196,-0.5253403898580864
25,True,0.764109902864952,0.42302324698431876,0.3732057853276013,-0.46725847224058453
26,False,0.8395576716582691,0.1675966605289719,-0.03947393424692714,0.1746116639346473
27,True,0.7993441149343231,0.2917499713623113,0.1390043844590816,0.0030074252440932623
28,True,0.813417188634182,0.14731737142283158,0.3517246476096283,-0.5870418435240866
29,True,0.841211957462462,0.16232876035315505,-0.7653893832615717,0.4263995187661984
30,True,0.739129602564522,0.4246347829729996,0.385003708592053,-0.5910380262705731
31,True,0.8266281000374058,-0.24975598704334465,-0.025144215245463536,0.2848401896089112
32,True,0.7800486051859469,0.12360096190664961,0.22805448397561878,-0.6553596430026786
33,False,0.8202530888766864,0.3812508269062136,0.1971406252839669,0.3313540142313558
34,True,0.7330547652340422,-0.9796184894675501,-0.22885229353079833,-0.5908410257723984
35,True,0.8568976756070626,0.1703920431861387,-0.039439125001229404,0.41039278645316984
36,True,0.651946823283307,-0.8052442722658055,-1.324468555669177,-0.6608223413934915
37,True,0.715337967546486,-1.4769992917025283,0.061646848171715646,-0.44045040856004264
38,True,0.798527749487525,0.1347381470376923,0.3229314814338326,-0.6824759511925614
39,True,0.7530340981363304,0.10949981510442572,-0.9202490543875066,-0.6328569533346804
40,True,0.8471847744052703,0.17141005031877865,0.4222828267787086,-0.6312841012252888
41,True,0.7005332791912119,-1.5686408176628588,0.22380728170576253,-0.5160792607552
42,True,0.6473839163983109,-1.5088904131455128,-0.8608101849922573,0.3745487276202404
43,True,0.7676828158471201,0.09837196413587888,-1.2463404803956177,0.10337844738585213
44,True,0.7725313261472913,0.40853056456757714,-0.061967723000769845,-0.5720167425955544
45,True,0.7641233625087341,0.12335408457392252,-0.9464925500717752,-0.5724831489316343
46,True,0.7915245866599505,0.4433596710536978,0.25619484727986463,-0.5292981800909418
47,True,0.8371378126077015,0.1499822532419975,-0.34736125818485114,-0.44792280275625174
48,True,0.8363416155309444,0.19912191809341032,-0.3948743375147929,0.39238059588413143
49,True,0.8209114611404537,-0.2737845512488889,0.43516284380958553,0.0937511039650812
50,False,0.8529714516292606,0.3848408318870322,0.38984127601553653,0.38715517927896753
51,True,0.8491080701292218,0.1550724832978709,-0.9554056227645952,0.4147947213942922
52,True,0.8769704365266487,0.1218782983541032,0.2569492084199314,0.3912405105042499
53,True,0.8255866866490847,0.26485642547203947,0.031415230657131796,0.0310333758818473
54,False,0.8650217631335534,0.4032441456159442,0.4998049061538016,0.29034329254253943
55,False,0.8625394439655714,0.19523569914721653,0.4769070555656345,0.10150818348048637
56,True,0.8476945417370659,0.17946881238549472,0.4024863045818093,0.34422093290764605
57,True,0.8080937190896392,-0.30066722548849506,0.2540271528244203,-0.7044058232370789
58,False,0.8949443100361244,0.4079638904671999,0.49145029612555396,0.4472653698146892
59,True,0.8049801047238837,-1.0415835716418256,0.2636614808729374,0.34877386773075875
60,True,0.7717482632735347,-1.0833947361881577,0.42996596326317454,-0.600077039836098
61,False,0.9164558302592488,0.1619510316097544,0.45406665599822227,0.391730447868746
62,True,0.8466435233442754,-0.19741368381618585,-0.06586867341076211,0.1391378010287182
63,True,0.8500016712651383,0.15912401927603975,0.3812125170974066,0.3105613969741637
64,True,0.8055268054997403,-0.2692269120182904,0.2501772297231953,-0.628637297680979
65,True,0.8721692601876038,0.1781641690536357,0.5936585530432685,-0.540718592720746
66,True,0.8088723454560423,0.4309374689821419,0.4334169042207841,-0.5599098734280413
67,True,0.7327298102864324,-0.9957118648470086,0.33135121742559537,0.10485532235906077
68,False,0.8905897310572211,0.365519318749226,0.262242528088399,0.07704445070845281
69,True,0.8314119877432895,-0.9976323571966598,0.4093029248280073,0.1417537922320986
70,False,0.9194469360832642,0.40255744318761,0.2230616591280129,0.43096067963509205
71,True,0.7099368032948715,-0.9505185099532233,-1.145203031815155,-0.5768523683774721
72,True,0.8353721609712763,0.4069906541576489,-0.05123605054255163,-0.5645477522550858
73,True,0.8511232635794893,-0.9736095709956645,0.16120097822481036,0.31026609974749775
74,True,0.8072181755287626,0.2990677883331812,0.2754516086438278,-0.7090994473605704
75,True,0.8355901023248663,-0.9848215072061057,0.08623405132745918,0.0938035029236636
76,True,0.8686741330300128,0.4870428461570903,0.23059705119404728,-0.4140364156980289
77,True,0.8407164881625409,-1.0256590116336741,0.44654557931152744,0.2848672288887881
78,True,0.8018069226869424,0.34862320382482925,-0.5062943222640277,-0.7088107612020724
79,True,0.8078252835674881,-0.9829743622612543,-0.3471873984285235,0.093216470411684
80,True,0.874344135088727,0.3321200964415251,-0.6862559044480153,0.46642316910039283
81,True,0.8594158285391506,-0.9794566467777761,-0.014983080007890061,0.4193695661575827
82,True,0.8376596094051492,-0.08572461816807637,0.40591877531583825,-0.4796851378147023
83,True,0.8458042484612961,-0.19613433547009698,0.5105625818905405,-0.595383189050169
84,False,0.8950694965975382,0.37521788753310825,0.3490467940993995,0.45301826658148947
85,True,0.788945300086009,-1.035364445358263,0.19721522745395695,-0.7011495444763156
86,True,0.8061120633309569,-0.1752297076290649,0.03845948794447035,-0.6327394386425756
87,True,0.7522296458642492,-0.12642772429211552,-1.4029835582658012,0.23999200343656593
88,True,0.8604206091034823,0.299793944132305,0.22633351739472257,0.01968011311359578
89,True,0.7935184507968362,-1.054197117284375,0.037168548165794894,-0.5405500453350189
90,True,0.8691502934414401,0.18231771638666142,0.36073018250008515,0.1261928036029557
91,True,0.7535675073951711,-0.9492169624817923,-0.9254736797084048,0.32435070098374297
92,True,0.8415438847156029,-0.16672703182336204,0.4014280810816524,-0.5310090784033791
93,True,0.7627881130468068,0.010771450377153663,-0.6506860149423149,-0.8313792748482154
94,True,0.7969179521729814,-1.1027913902407607,0.31259335269383265,-0.6245846020556232
95,True,0.8415527706988746,0.18346299950602124,-0.005401864464096503,0.10508058183136375
96,False,0.8612074376274228,0.38040791760906334,0.38836366273623735,0.3651075253612871
97,True,0.8016695039470999,-1.0337265673660767,0.31023143376396545,0.08657840793707283
98,True,0.8635832260618279,0.30820282621422423,0.05846527369409295,0.00686887026277694
99,True,0.7868241515939353,-1.0370345499524778,0.2940078843759809,-0.5640977456956816
100,True,0.8190270515466214,-1.050739125256436,-0.3740139551908758,0.2564072043227083
101,True,0.8280375639492425,0.1337726014603514,-1.4453718095992771,0.3804605734326104
102,True,0.8554884815960412,0.343127829940638,-0.6474156136124356,0.4260388248227517
103,True,0.7715772085400471,-0.9984116294812477,-0.12732042469347438,-0.6068988613872335
104,True,0.731412068188275,-0.847862675589349,-0.7956539837382933,-0.5913367214868547
105,True,0.7702239679599328,0.08738344968467533,-1.3900590492186984,-0.5342192698653284
106,False,0.9248219512392526,0.3671305577801032,0.4919990877411516,0.4712781582198677
107,True,0.8408864804375326,0.42812992368894337,0.32448752603410347,-0.5011266220886467
108,True,0.8034713529577749,0.31473997283991656,-0.7321393408941383,0.13100786422815283
109,True,0.8571899472755568,0.3324440355537799,-0.21019997604059817,0.33789086266967455
110,True,0.8731734579974444,-0.9689117988581215,0.35200005030197234,0.44041980685657883
111,True,0.9149352875466219,0.37226657131013013,0.03165599305423767,0.44037535701424907
112,True,0.8906098614294762,0.1611687969881377,0.3203652797217408,-0.57992940771127
113,True,0.8157221346585076,-0.9929940548624886,0.372639827057405,0.292260790130591
